TransactionID,InvoiceNumber,InvoiceDate,DueDate,PaymentDate,SupplierID,SupplierName,SupplierCategory,Department,CostCentre,AccountCode,ExpenseCategory,ExpenseType,NetAmount,VATAmount,GrossAmount,Currency,PaymentStatus,PaymentMethod,TransactionType,FiscalYear,DaysToPayment
TXN-000431,INV-20240700431,2024-07-11,2024-08-10,2024-08-03,SUP-1017,Bray Leino Ltd,Marketing,Research,RES001,6200,Professional Services,Marketing Campaigns,6213.58,0.00,6213.58,GBP,Paid,BACS,Invoice,2024/2025,-7
TXN-000432,INV-20240600432,2024-06-10,2024-07-10,2024-07-10,SUP-1019,Simon Tullett Machinery Ltd,Machinery,Environment,ENV001,5200,Supplies And Services,Machinery Maintenance,51156.92,10231.38,61388.30,GBP,Paid,BACS,Invoice,2024/2025,0
TXN-000433,INV-20241200433,2024-12-27,2025-01-26,,SUP-1022,Operational Research Society,Research,Environment,ENV001,5200,Professional Services,Conference Fees,22514.17,4502.83,27017.00,GBP,Pending,,Invoice,2024/2025,
TXN-000434,INV-20240500434,2024-05-14,2024-07-13,2024-07-07,SUP-1012,Sovereign Group Ltd,Construction,Public Health,PH001,4210,Capital,Renovation Works,48043.97,9608.79,57652.76,GBP,Paid,BACS,Invoice,2024/2025,-6
TXN-000435,INV-20230900435,2023-09-11,2023-10-11,2023-10-02,SUP-1008,SAV United Kingdom Ltd,IT Hardware,Finance,FIN001,4300,Supplies And Services,IT Hardware,48185.32,9637.06,57822.38,GBP,Paid,Purchase Card,Invoice,2023/2024,-9
TXN-000436,INV-20240400436,2024-04-02,2024-04-16,2024-04-06,SUP-1012,Sovereign Group Ltd,Construction,Human Resources,HR001,4800,Capital,Renovation Works,29114.01,5822.80,34936.81,GBP,Paid,Purchase Card,Invoice,2024/2025,-10
TXN-000437,INV-20240600437,2024-06-25,2024-07-25,2024-07-21,SUP-1008,SAV United Kingdom Ltd,IT Hardware,Customer Services,CST001,4900,Supplies And Services,Network Equipment,988.52,197.70,1186.22,GBP,Paid,BACS,Invoice,2024/2025,-4
TXN-000438,INV-20240600438,2024-06-17,2024-07-17,2024-07-12,SUP-1022,Operational Research Society,Research,Marketing,MKT001,4700,Professional Services,Membership Fees,9132.10,0.00,9132.10,GBP,Paid,BACS,Invoice,2024/2025,-5
TXN-000439,INV-20240800439,2024-08-20,2024-09-19,2024-09-12,SUP-1011,Decco Limited,Waste Management,Marketing,MKT001,4700,Supplies And Services,Waste Processing,14643.29,2928.66,17571.95,GBP,Paid,Bank Transfer,Invoice,2024/2025,-7
TXN-000440,INV-20241000440,2024-10-15,2024-12-14,2024-12-11,SUP-1004,Jamieson Joiners & Builders Ltd,Construction,Marketing,MKT001,4700,Capital,Building Works,27680.90,5536.18,33217.08,GBP,Paid,Purchase Card,Invoice,2024/2025,-3
TXN-000441,INV-20240700441,2024-07-01,2024-07-31,2024-07-24,SUP-1006,Edmundson Electrical Ltd,Electrical Supplies,Legal,LEG001,6120,Supplies And Services,Electrical Materials,6382.94,1276.59,7659.53,GBP,Paid,Direct Debit,Invoice,2024/2025,-7
TXN-000442,INV-20230700442,2023-07-03,2023-07-17,2023-07-07,SUP-1003,Siemens Financial Services Ltd,Equipment Finance,Marketing,MKT001,4700,Supplies And Services,Equipment Lease,53434.13,10686.83,64120.96,GBP,Paid,BACS,Invoice,2023/2024,-10
TXN-000443,INV-20230500443,2023-05-26,2023-06-25,,SUP-1030,Wales Audit Office,Audit & Compliance,Environment,ENV001,5200,Professional Services,External Audit,20085.36,4017.07,24102.43,GBP,Overdue,,Invoice,2023/2024,
TXN-000444,INV-20230700444,2023-07-26,2023-08-25,,SUP-1024,Institute for Government,Consultancy,Policy,POL001,6100,Professional Services,Environmental Assessment,381.27,76.25,457.52,GBP,Overdue,,Invoice,2023/2024,
TXN-000445,INV-20250300445,2025-03-19,2025-04-18,2025-04-16,SUP-1019,Simon Tullett Machinery Ltd,Machinery,Marketing,MKT001,4700,Supplies And Services,Machinery Maintenance,8641.84,1728.37,10370.21,GBP,Paid,Direct Debit,Invoice,2024/2025,-2
TXN-000446,INV-20231000446,2023-10-18,2023-11-17,2023-11-11,SUP-1007,KPMG LLP,Professional Services,Facilities,FAC001,4400,Professional Services,Consultancy,27558.50,0.00,27558.50,GBP,Paid,Cheque,Invoice,2023/2024,-6
TXN-000447,INV-20230500447,2023-05-18,2023-06-01,2023-05-25,SUP-1007,KPMG LLP,Professional Services,Planning,PLN001,6110,Professional Services,Tax Advisory,39592.79,0.00,39592.79,GBP,Paid,Purchase Card,Invoice,2023/2024,-7
TXN-000448,INV-20230500448,2023-05-20,2023-06-03,2023-05-25,SUP-1001,Tech Source IT Solutions Ltd,IT & Technology,Marketing,MKT001,4700,Supplies And Services,IT Support,55481.16,11096.23,66577.39,GBP,Paid,BACS,Invoice,2023/2024,-9
TXN-000449,INV-20230700449,2023-07-16,2023-09-14,,SUP-1012,Sovereign Group Ltd,Construction,Policy,POL001,6100,Capital,Building Works,-1778.76,-355.75,-2134.51,GBP,Pending,,Credit Note,2023/2024,
TXN-000450,INV-20240100450,2024-01-06,2024-03-06,2024-03-02,SUP-1025,Franks Portlock Consulting Ltd,Consultancy,Waste Management,WM001,4600,Professional Services,Planning Consultancy,48336.61,0.00,48336.61,GBP,Paid,Direct Debit,Invoice,2023/2024,-4
TXN-000451,INV-20250300451,2025-03-29,2025-04-12,,SUP-1033,P1 Solutions Ltd,Facilities,Facilities,FAC001,4400,Supplies And Services,Facilities Management,12253.12,2450.62,14703.74,GBP,Pending,,Invoice,2024/2025,
TXN-000452,INV-20250200452,2025-02-17,2025-03-19,,SUP-1019,Simon Tullett Machinery Ltd,Machinery,Research,RES001,6200,Supplies And Services,Machinery Maintenance,30357.63,6071.53,36429.16,GBP,Pending,,Invoice,2024/2025,
TXN-000453,INV-20240300453,2024-03-26,2024-04-09,2024-03-31,SUP-1021,Posturite Ltd,Office Supplies,Policy,POL001,6100,Supplies And Services,Office Equipment,-3623.09,-724.62,-4347.71,GBP,Paid,Bank Transfer,Credit Note,2023/2024,-9
TXN-000454,INV-20240900454,2024-09-17,2024-10-17,2024-10-11,SUP-1028,Knowledge Train Ltd,Training,Planning,PLN001,6110,Professional Services,Staff Training,3420.63,0.00,3420.63,GBP,Paid,BACS,Invoice,2024/2025,-6
TXN-000455,INV-20240100455,2024-01-19,2024-02-18,2024-02-18,SUP-1018,Allied Publicity Services Ltd,Marketing,Planning,PLN001,6110,Professional Services,Marketing Campaigns,12439.05,0.00,12439.05,GBP,Paid,Cheque,Invoice,2023/2024,0
TXN-000456,INV-20250100456,2025-01-22,2025-02-05,2025-02-02,SUP-1029,Phoenix Software Ltd,IT Software,Public Health,PH001,4210,Supplies And Services,Software Licensing,-4044.40,-808.88,-4853.28,GBP,Paid,Bank Transfer,Credit Note,2024/2025,-3
TXN-000457,INV-20240500457,2024-05-01,2024-06-30,,SUP-1004,Jamieson Joiners & Builders Ltd,Construction,Customer Services,CST001,4900,Capital,Renovation Works,57958.53,11591.71,69550.24,GBP,Overdue,,Invoice,2024/2025,
TXN-000458,INV-20231200458,2023-12-14,2024-01-13,2024-01-06,SUP-1004,Jamieson Joiners & Builders Ltd,Construction,ICT Operations,ICT001,4200,Capital,Joinery Works,54711.31,10942.26,65653.57,GBP,Paid,Cheque,Invoice,2023/2024,-7
TXN-000459,INV-20231000459,2023-10-16,2023-11-15,2023-11-13,SUP-1035,Dalkeith SPV Ltd,Capital Projects,Policy,POL001,6100,Capital,Major Works,11421.85,2284.37,13706.22,GBP,Paid,BACS,Invoice,2023/2024,-2
TXN-000460,INV-20230500460,2023-05-12,2023-07-11,2023-07-03,SUP-1033,P1 Solutions Ltd,Facilities,Public Health,PH001,4210,Supplies And Services,Facilities Management,8021.48,1604.30,9625.78,GBP,Paid,Bank Transfer,Invoice,2023/2024,-8
TXN-000461,INV-20250300461,2025-03-27,2025-04-26,2025-04-24,SUP-1001,Tech Source IT Solutions Ltd,IT & Technology,Environment,ENV001,5200,Supplies And Services,IT Software,35913.60,7182.72,43096.32,GBP,Paid,Bank Transfer,Invoice,2024/2025,-2
TXN-000462,INV-20230600462,2023-06-14,2023-07-14,2023-07-11,SUP-1032,Core Technology Systems UK Ltd,IT Infrastructure,Planning,PLN001,6110,Supplies And Services,Infrastructure Support,31356.23,6271.25,37627.48,GBP,Paid,BACS,Invoice,2023/2024,-3
TXN-000463,INV-20230700463,2023-07-04,2023-08-03,2023-07-31,SUP-1027,Kyocera Document Solutions UK Ltd,Office Equipment,Marketing,MKT001,4700,Supplies And Services,Printing Equipment,20031.23,4006.25,24037.48,GBP,Paid,Bank Transfer,Invoice,2023/2024,-3
TXN-000464,INV-20240900464,2024-09-25,2024-11-24,2024-11-14,SUP-1014,P & M Sinclair Ltd,Construction,Planning,PLN001,6110,Capital,Joinery Works,7104.64,1420.93,8525.57,GBP,Paid,Cheque,Invoice,2024/2025,-10
TXN-000465,INV-20230500465,2023-05-11,2023-06-10,2023-06-09,SUP-1029,Phoenix Software Ltd,IT Software,Housing,HSG001,5100,Supplies And Services,Software Licensing,15581.29,3116.26,18697.55,GBP,Paid,Bank Transfer,Invoice,2023/2024,-1
TXN-000466,INV-20240900466,2024-09-08,2024-09-22,2024-09-15,SUP-1002,Phoenix Partnership Leeds Ltd,Healthcare IT,Customer Services,CST001,4900,Professional Services,System Integration,17961.93,0.00,17961.93,GBP,Paid,Cheque,Invoice,2024/2025,-7
TXN-000467,INV-20230900467,2023-09-19,2023-10-03,2023-10-03,SUP-1033,P1 Solutions Ltd,Facilities,Public Health,PH001,4210,Supplies And Services,Facilities Management,12844.19,2568.84,15413.03,GBP,Paid,BACS,Invoice,2023/2024,0
TXN-000468,INV-20231000468,2023-10-28,2023-11-11,,SUP-1028,Knowledge Train Ltd,Training,Legal,LEG001,6120,Professional Services,Staff Training,38882.03,0.00,38882.03,GBP,Overdue,,Invoice,2023/2024,
TXN-000469,INV-20240300469,2024-03-05,2024-04-04,2024-04-03,SUP-1010,Vital Energi Utilities Ltd,Energy & Utilities,ICT Operations,ICT001,4200,Supplies And Services,Utilities,10885.03,2177.01,13062.04,GBP,Paid,Bank Transfer,Invoice,2023/2024,-1
TXN-000470,INV-20231200470,2023-12-21,2024-02-19,2024-02-12,SUP-1005,Johnston Builders & Roofing Ltd,Construction,Human Resources,HR001,4800,Capital,Building Works,26123.25,5224.65,31347.90,GBP,Paid,BACS,Invoice,2023/2024,-7
TXN-000471,INV-20240900471,2024-09-29,2024-10-29,,SUP-1025,Franks Portlock Consulting Ltd,Consultancy,Research,RES001,6200,Professional Services,Planning Consultancy,-3793.27,-0.00,-3793.27,GBP,Pending,,Credit Note,2024/2025,
TXN-000472,INV-20230700472,2023-07-18,2023-08-17,,SUP-1005,Johnston Builders & Roofing Ltd,Construction,Environment,ENV001,5200,Capital,Joinery Works,36492.31,7298.46,43790.77,GBP,Overdue,,Invoice,2023/2024,
TXN-000473,INV-20240400473,2024-04-25,2024-06-24,,SUP-1019,Simon Tullett Machinery Ltd,Machinery,Planning,PLN001,6110,Supplies And Services,Machinery Maintenance,28570.76,5714.15,34284.91,GBP,Overdue,,Invoice,2024/2025,
TXN-000474,INV-20240500474,2024-05-05,2024-05-19,2024-05-09,SUP-1035,Dalkeith SPV Ltd,Capital Projects,Housing,HSG001,5100,Capital,Major Works,18058.88,3611.78,21670.66,GBP,Paid,Cheque,Invoice,2024/2025,-10
TXN-000475,INV-20230800475,2023-08-23,2023-09-22,2023-09-22,SUP-1001,Tech Source IT Solutions Ltd,IT & Technology,Marketing,MKT001,4700,Supplies And Services,IT Support,-2801.47,-560.29,-3361.76,GBP,Paid,Bank Transfer,Credit Note,2023/2024,0
TXN-000476,INV-20231100476,2023-11-03,2024-01-02,,SUP-1020,Tillicoultry Quarries Ltd,Materials,Housing,HSG001,5100,Supplies And Services,Aggregate Materials,-1123.97,-224.79,-1348.76,GBP,Pending,,Credit Note,2023/2024,
TXN-000477,INV-20231000477,2023-10-03,2023-10-17,,SUP-1017,Bray Leino Ltd,Marketing,Housing,HSG001,5100,Professional Services,Marketing Campaigns,51120.42,10224.08,61344.50,GBP,Overdue,,Invoice,2023/2024,
TXN-000478,INV-20230600478,2023-06-08,2023-07-08,2023-07-05,SUP-1005,Johnston Builders & Roofing Ltd,Construction,Facilities,FAC001,4400,Capital,Joinery Works,-1821.54,-364.31,-2185.85,GBP,Paid,BACS,Credit Note,2023/2024,-3
TXN-000479,INV-20241200479,2024-12-25,2025-01-24,2025-01-19,SUP-1016,LSE Enterprise Ltd,Education & Research,Public Health,PH001,4210,Professional Services,Training,27176.10,5435.22,32611.32,GBP,Paid,BACS,Invoice,2024/2025,-5
TXN-000480,INV-20240600480,2024-06-12,2024-07-12,2024-07-07,SUP-1024,Institute for Government,Consultancy,Planning,PLN001,6110,Professional Services,Environmental Assessment,47193.19,9438.64,56631.83,GBP,Paid,Bank Transfer,Invoice,2024/2025,-5
TXN-000481,INV-20240800481,2024-08-04,2024-10-03,2024-09-28,SUP-1024,Institute for Government,Consultancy,Finance,FIN001,4300,Professional Services,Environmental Assessment,29346.54,0.00,29346.54,GBP,Paid,BACS,Invoice,2024/2025,-5
TXN-000482,INV-20230800482,2023-08-22,2023-09-05,2023-09-01,SUP-1006,Edmundson Electrical Ltd,Electrical Supplies,Legal,LEG001,6120,Supplies And Services,Electrical Materials,43713.67,8742.73,52456.40,GBP,Paid,BACS,Invoice,2023/2024,-4
TXN-000483,INV-20241100483,2024-11-16,2024-11-30,2024-11-21,SUP-1033,P1 Solutions Ltd,Facilities,Research,RES001,6200,Supplies And Services,Facilities Management,54401.64,10880.33,65281.97,GBP,Paid,Bank Transfer,Invoice,2024/2025,-9
TXN-000484,INV-20250100484,2025-01-29,2025-02-28,2025-02-22,SUP-1035,Dalkeith SPV Ltd,Capital Projects,Customer Services,CST001,4900,Capital,Major Works,53513.39,10702.68,64216.07,GBP,Paid,Bank Transfer,Invoice,2024/2025,-6
TXN-000485,INV-20240500485,2024-05-11,2024-06-10,2024-06-10,SUP-1009,Firstcall Trade Services Ltd,Trade Supplies,Operations,OPS001,4500,Supplies And Services,Trade Supplies,50916.91,10183.38,61100.29,GBP,Paid,BACS,Invoice,2024/2025,0
TXN-000486,INV-20230900486,2023-09-11,2023-10-11,2023-10-02,SUP-1033,P1 Solutions Ltd,Facilities,Finance,FIN001,4300,Supplies And Services,Facilities Management,44221.21,8844.24,53065.45,GBP,Paid,Purchase Card,Invoice,2023/2024,-9
TXN-000487,INV-20240800487,2024-08-12,2024-09-11,2024-09-07,SUP-1023,Thames Lido Ltd,Facilities,ICT Operations,ICT001,4200,Supplies And Services,Facilities Management,14232.62,2846.52,17079.14,GBP,Paid,BACS,Invoice,2024/2025,-4
TXN-000488,INV-20240500488,2024-05-02,2024-07-01,2024-07-01,SUP-1034,RP Slight & Sons Ltd,Construction,Customer Services,CST001,4900,Capital,Renovation Works,58840.24,11768.05,70608.29,GBP,Paid,Cheque,Invoice,2024/2025,0
TXN-000489,INV-20250100489,2025-01-08,2025-02-07,,SUP-1007,KPMG LLP,Professional Services,Policy,POL001,6100,Professional Services,Consultancy,34823.23,0.00,34823.23,GBP,Overdue,,Invoice,2024/2025,
TXN-000490,INV-20240400490,2024-04-09,2024-04-23,,SUP-1025,Franks Portlock Consulting Ltd,Consultancy,Research,RES001,6200,Professional Services,Environmental Assessment,31120.61,6224.12,37344.73,GBP,Pending,,Invoice,2024/2025,
TXN-000491,INV-20240300491,2024-03-27,2024-04-26,2024-04-19,SUP-1015,Vodafone Ltd,Telecoms,Marketing,MKT001,4700,Supplies And Services,Mobile Services,-4439.66,-887.93,-5327.59,GBP,Paid,Purchase Card,Credit Note,2023/2024,-7
TXN-000492,INV-20240900492,2024-09-08,2024-10-08,2024-10-06,SUP-1011,Decco Limited,Waste Management,Housing,HSG001,5100,Supplies And Services,Waste Collection,9652.10,1930.42,11582.52,GBP,Paid,Bank Transfer,Invoice,2024/2025,-2
TXN-000493,INV-20230700493,2023-07-26,2023-09-24,,SUP-1015,Vodafone Ltd,Telecoms,Waste Management,WM001,4600,Supplies And Services,Mobile Services,28871.51,5774.30,34645.81,GBP,Pending,,Invoice,2023/2024,
TXN-000494,INV-20230400494,2023-04-23,2023-05-23,2023-05-21,SUP-1011,Decco Limited,Waste Management,Research,RES001,6200,Supplies And Services,Waste Processing,-889.94,-177.99,-1067.93,GBP,Paid,BACS,Credit Note,2023/2024,-2
TXN-000495,INV-20231200495,2023-12-21,2024-01-20,2024-01-14,SUP-1010,Vital Energi Utilities Ltd,Energy & Utilities,ICT Operations,ICT001,4200,Capital,Energy Works,-3278.71,-655.74,-3934.45,GBP,Paid,Bank Transfer,Credit Note,2023/2024,-6
TXN-000496,INV-20241200496,2024-12-12,2025-02-10,,SUP-1006,Edmundson Electrical Ltd,Electrical Supplies,Housing,HSG001,5100,Supplies And Services,Electrical Materials,10441.37,2088.27,12529.64,GBP,Overdue,,Invoice,2024/2025,
TXN-000497,INV-20241100497,2024-11-17,2024-12-17,2024-12-07,SUP-1027,Kyocera Document Solutions UK Ltd,Office Equipment,Human Resources,HR001,4800,Supplies And Services,Printing Equipment,-3689.89,-737.98,-4427.87,GBP,Paid,Cheque,Credit Note,2024/2025,-10
TXN-000498,INV-20231100498,2023-11-22,2024-01-21,2024-01-19,SUP-1030,Wales Audit Office,Audit & Compliance,Human Resources,HR001,4800,Professional Services,External Audit,1239.62,247.92,1487.54,GBP,Paid,BACS,Invoice,2023/2024,-2
TXN-000499,INV-20241200499,2024-12-20,2025-01-03,2024-12-26,SUP-1007,KPMG LLP,Professional Services,Finance,FIN001,4300,Professional Services,Tax Advisory,-692.65,-0.00,-692.65,GBP,Paid,BACS,Credit Note,2024/2025,-8
TXN-000500,INV-20240400500,2024-04-14,2024-05-14,,SUP-1028,Knowledge Train Ltd,Training,Marketing,MKT001,4700,Professional Services,Staff Training,-4707.50,-941.50,-5649.00,GBP,Pending,,Credit Note,2024/2025,
